pk,wordlist_pk,code_wals,code_iso,code_glottolog,classification_wals,classification_ethnologue,classification_glottolog,number_of_speakers,recently_extinct,long_extinct,year_of_extinction,id,word,loan,wals_genus,wals_family,ethnologue_family,glottolog_family,id,name,description,markup_description,latitude,longitude
,,,,,,,,,,,,79 earth,Ead3 //,FALSE,,,,,,,,,,
,,,,,,,,,,,,80 cloud,volk3 //,FALSE,,,,,,,,,,
,,,,,,,,,,,,81 smoke,XauX //,FALSE,,,,,,,,,,
,,,,,,,,,,,,82 fire,foia //,FALSE,,,,,,,,,,
,,,,,,,,,,,,83 ash,aS3 //,FALSE,,,,,,,,,,
,,,,,,,,,,,,84 burn,bXEn3n //,FALSE,,,,,,,,,,
,,,,,,,,,,,,85 path,pfat //,FALSE,,,,,,,,,,
,,,,,,,,,,,,86 mountain,bEak //,FALSE,,,,,,,,,,
,,,,,,,,,,,,87 red,Xot //,FALSE,,,,,,,,,,
,,,,,,,,,,,,88 green,gXin //,FALSE,,,,,,,,,,
,,,,,,,,,,,,89 yellow,gElp //,FALSE,,,,,,,,,,
,,,,,,,,,,,,90 white,vais //,FALSE,,,,,,,,,,
,,,,,,,,,,,,91 black,Svaac //,FALSE,,,,,,,,,,
,,,,,,,,,,,,92 night,naXt //,FALSE,,,,,,,,,,
,,,,,,,,,,,,93 hot,vaam //,FALSE,,,,,,,,,,
,,,,,,,,,,,,94 cold,kalt //,FALSE,,,,,,,,,,
,,,,,,,,,,,,95 full,fol //,FALSE,,,,,,,,,,
,,,,,,,,,,,,96 new,noi //,FALSE,,,,,,,,,,
,,,,,,,,,,,,97 good,gut //,FALSE,,,,,,,,,,
,,,,,,,,,,,,98 round,Xunt //,FALSE,,,,,,,,,,
,,,,,,,,,,,,99 dry,tXok3n //,FALSE,,,,,,,,,,
,,,,,,,,,,,,100 name,nam3 //,FALSE,,,,,,,,,,
